Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX3984000	20477853	3954095	14196022	441466	0	0	0	0	74696	0	0	0	0	1483400	284120	44054	19.309128745088657	20477853.0	20036387.0	97.84	441466.0	2.16	SRX3984000_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20477853.0	0.0	20-101	54.0	12.140754473797767	99.31951459950416	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	20582305	5591893	20582305	2078812805	5232023	2063947067	0.7151071017190506	0.0185	0.15	0.8315		
SRX3984001	22257620	13282064	3812464	1227947	0	0	0	0	95397	0	0	0	0	2788928	857207	193613	59.67423291439067	22257620.0	21029673.0	94.48	1227947.0	5.52	SRX3984001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22257620.0	0.0	20-101	56.0	20.324138898390387	99.58127140278249	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	22356177	6575099	22356177	2257973877	20477434	2226744529	1.3830694995237096	0.0491	0.4317	0.5192		
SRX3984002	20207504	4259045	13758410	712546	0	0	0	0	122105	0	0	0	0	1010324	281113	63961	21.076551562231536	20207504.0	19494958.0	96.47	712546.0	3.53	SRX3984002_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20207504.0	0.0	20-101	54.0	10.514852478234443	99.60665958546885	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	20286661	5728449	20286661	2048952761	4327354	2035379169	0.6624648580660957	0.0235	0.14300000000000002	0.8335		
SRX3984003	19364346	4374808	10892194	1974051	0	0	0	0	43095	0	0	0	0	1778368	250050	51780	22.59207721241915	19364346.0	17390295.0	89.81	1974051.0	10.19	SRX3984003_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19364346.0	0.0	20-101	54.0	14.182960754364698	99.345563542399	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	19450372	5381256	19450372	1964487572	3819747	1951057455	0.6836447932489135	0.0257	0.2076	0.7667		
SRX3984004	21916500	8732961	8199493	751685	0	0	0	0	52775	0	0	0	0	3468886	634950	75750	39.846512901238796	21916500.0	21164815.0	96.57	751685.0	3.43	SRX3984004_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21916500.0	0.0	20-101	55.0	14.815227864991146	99.23662875002852	pass	pass		pass	warn	pass	pass	warn	fail	fail	pass	21998770	5960132	21998770	2221875770	5301771	2204435640	0.7849282230572234	0.0389	0.3141	0.647		
SRX3984005	20596854	1534720	17485643	769126	0	0	0	0	126022	0	0	0	0	552521	109061	19761	7.451235028417448	20596854.0	19827728.0	96.27	769126.0	3.73	SRX3984005_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20596854.0	0.0	20-101	53.0	6.3354746589936415	99.59453458280571	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	20664740	6635510	20664740	2087138740	14146278	2061075900	1.2487353859379755	0.0081	0.0587	0.9333		
SRX3984006	22433503	11752837	1024067	3286574	0	0	0	0	25023	0	0	0	0	5535577	701836	107589	52.389664690351744	22433503.0	19146929.0	85.35	3286574.0	14.65	SRX3984006_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22433503.0	0.0	20-101	56.0	25.663992676441637	99.26684833839815	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	22589564	5872177	22589564	2281545964	6187344	2263190568	0.8045157226558509	0.0532	0.5415	0.4053		
SRX3984007	22197125	15316466	2275888	747286	0	0	0	0	118617	0	0	0	0	2485286	991109	262473	69.00202616329818	22197125.0	21449839.0	96.63	747286.0	3.37	SRX3984007_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22197125.0	0.0	20-101	56.0	19.74061567292832	99.57720488576788	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	22303909	6433291	22303909	2252694809	21660526	2219947371	1.4537006020152816	0.0515	0.5136	0.4349		
SRX3984008	21135789	13966655	766494	1342009	0	0	0	0	57790	0	0	0	0	3869061	986433	147347	66.08059438897689	21135789.0	19793780.0	93.65	1342009.0	6.35	SRX3984008_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21135789.0	0.0	20-101	57.0	20.609699411392892	99.56877976024458	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	21288636	6140787	21288636	2150152236	25973793	2113431910	1.7078012144996788	0.0597	0.5104	0.4299		
SRX3984009	21907783	8019117	10958558	483028	0	0	0	0	72749	0	0	0	0	1723427	560494	90410	36.603963988505825	21907783.0	21424755.0	97.8	483028.0	2.2	SRX3984009_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21907783.0	0.0	20-101	55.0	14.457955662537026	99.32292975514684	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	22028427	6128632	22028427	2224871127	4655453	2207318879	0.788910772718208	0.027000000000000003	0.2633	0.7098		
SRX3984010	22140501	10659719	5729841	1086344	0	0	0	0	95034	0	0	0	0	3666574	764689	138300	48.14578947423096	22140501.0	21054157.0	95.09	1086344.0	4.91	SRX3984010_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22140501.0	0.0	20-101	55.0	16.956354999868566	99.56256319583734	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	22280187	6851025	22280187	2250298887	25102947	2212854555	1.663971493578755	0.0479	0.3617	0.5904		
SRX3984011	18626161	12147823	2003759	383281	0	0	0	0	51200	0	0	0	0	3016964	886783	136351	65.21914526562935	18626161.0	18242880.0	97.94	383281.0	2.06	SRX3984011_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18626161.0	0.0	20-101	56.0	22.417102744374027	99.60675632514936	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	18716209	5568442	18716209	1890337109	14836575	1865136088	1.333149567874245	0.0516	0.4727	0.4758		
SRX3984012	17497558	6375039	8690873	388135	0	0	0	0	44086	0	0	0	0	1482425	442776	74224	36.433878373199285	17497558.0	17109423.0	97.78	388135.0	2.22	SRX3984012_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17497558.0	0.0	20-101	55.0	16.08373327018523	99.61037968841136	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	17577674	4779705	17577674	1775345074	3163948	1763370861	0.6744724265362735	0.0275	0.2665	0.706		
SRX3984013	23535443	2134977	20082321	577119	0	0	0	0	130220	0	0	0	0	432687	150781	27338	9.07132701942343	23535443.0	22958324.0	97.55	577119.0	2.45	SRX3984013_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23535443.0	0.0	20-101	53.0	6.296330606239487	99.53672459022758	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	23589697	6862149	23589697	2382559397	4561351	2364897045	0.7413184335399803	0.0076	0.0634	0.929		
SRX3984014	19791130	11757824	297653	1945660	0	0	0	0	66054	0	0	0	0	4752551	831471	139917	59.409563779329424	19791130.0	17845470.0	90.17	1945660.0	9.83	SRX3984014_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19791130.0	0.0	20-101	56.0	20.15540322422807	99.57062532558777	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	19970496	5355182	19970496	2017020096	6667713	1996845801	1.0002029746757666	0.0655	0.5155	0.419		
SRX3984015	19401061	7578692	6699814	2057611	0	0	0	0	29863	0	0	0	0	2504007	443780	87294	39.06328628109566	19401061.0	17343450.0	89.39	2057611.0	10.61	SRX3984015_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19401061.0	0.0	20-101	55.0	20.26717569710289	99.23857679742359	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	19543074	6029185	19543074	1973850474	22500405	1939938805	1.718046500821217	0.0404	0.344	0.6156		
SRX3984016	19064961	6327124	8895153	624002	0	0	0	0	56992	0	0	0	0	2634013	457416	70261	33.187185643862584	19064961.0	18440959.0	96.73	624002.0	3.27	SRX3984016_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19064961.0	0.0	20-101	54.0	15.288585016190707	99.35475136822993	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	19168345	5971278	19168345	1936002845	15817390	1908474320	1.4219258546595783	0.0327	0.2706	0.6967		
SRX3984017	19444564	9295510	4784455	1288383	0	0	0	0	69579	0	0	0	0	3220687	666364	119586	47.80518606639881	19444564.0	18156181.0	93.37	1288383.0	6.63	SRX3984017_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19444564.0	0.0	20-101	55.0	20.06965243207883	99.56212327517345	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	19561238	6031810	19561238	1975685038	19155373	1945181723	1.5439361240938851	0.0492	0.3688	0.5821		
SRX3984018	15633092	11529397	81156	571739	0	0	0	0	39068	0	0	0	0	2461154	767263	183315	73.74994658766161	15633092.0	15061353.0	96.34	571739.0	3.66	SRX3984018_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15633092.0	0.0	20-101	56.0	23.38058549979145	99.39893797081216	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	15717639	4258557	15717639	1587481539	3134279	1576039392	0.7207735472128851	0.0544	0.5832	0.3624		
SRX3984019	18122295	9001724	5884071	379795	0	0	0	0	34626	0	0	0	0	2105302	639020	77757	49.672097270240876	18122295.0	17742500.0	97.9	379795.0	2.1	SRX3984019_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18122295.0	0.0	20-101	55.0	16.077707459846607	99.12644099436632	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	18218748	4923897	18218748	1840093548	5784078	1822748846	0.9425989248672698	0.0355	0.3686	0.5959		
SRX3984020	19488132	9808627	5605672	561645	0	0	0	0	72898	0	0	0	0	2613071	695689	130530	50.331283675623716	19488132.0	18926487.0	97.12	561645.0	2.88	SRX3984020_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19488132.0	0.0	20-101	55.0	18.10262485174865	99.35862185252027	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	19589479	5244604	19589479	1978537379	4704745	1964823558	0.6931292350378183	0.0457	0.3573	0.597		
SRX3984021	19065282	11746886	235016	1908056	0	0	0	0	66652	0	0	0	0	4178929	785701	144042	61.6140165144161	19065282.0	17157226.0	89.99	1908056.0	10.01	SRX3984021_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19065282.0	0.0	20-101	56.0	27.43989248694254	99.25805524408187	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	19192654	5111074	19192654	1938458054	5199016	1923920314	0.7499641258680545	0.0628	0.5056	0.4316		
SRX3984022	21783668	3692561	15350108	961724	0	0	0	0	143223	0	0	0	0	1331027	253091	51934	16.95105250410537	21783668.0	20821944.0	95.59	961724.0	4.41	SRX3984022_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21783668.0	0.0	20-101	54.0	10.447049681405913	99.5095471524814	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	21928147	6268366	21928147	2214742847	5484515	2197076107	0.7976880938539047	0.0203	0.1253	0.8545		
SRX3984023	20598936	8519647	9019659	393479	0	0	0	0	69003	0	0	0	0	1919585	604135	73428	41.35964595452892	20598936.0	20205457.0	98.09	393479.0	1.91	SRX3984023_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20598936.0	0.0	20-101	55.0	16.161686411614042	99.40262409670092	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	20653662	5641662	20653662	2086019862	7777717	2067321512	0.8963649071908981	0.0323	0.3041	0.6637		
SRX3984024	25995043	7155571	15772618	569697	0	0	0	0	122266	0	0	0	0	1776149	512837	85905	27.526674989535504	25995043.0	25425346.0	97.81	569697.0	2.19	SRX3984024_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25995043.0	0.0	20-101	54.0	12.509815484655284	99.34889417186191	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	26062575	8041350	26062575	2632320075	16637889	2602084761	1.1486184483093302	0.0232	0.1934	0.7835		
SRX3984025	19136137	11904664	1110804	1143128	0	0	0	0	49097	0	0	0	0	3912348	893033	123063	62.210382377592715	19136137.0	17993009.0	94.03	1143128.0	5.97	SRX3984025_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19136137.0	0.0	20-101	55.0	22.548531688438693	99.35181515475143	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	19274096	5791156	19274096	1946683696	18391623	1915620094	1.5957190201895028	0.0603	0.4876	0.4521		
SRX3984026	21257956	759877	19541663	488394	0	0	0	0	131508	0	0	0	0	269877	57688	8949	3.5745534518934927	21257956.0	20769562.0	97.7	488394.0	2.3	SRX3984026_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21257956.0	0.0	20-101	53.0	4.057451932300829	99.62576957069626	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	21339139	6183502	21339139	2155253039	4128289	2141356677	0.6447670760017892	0.0044	0.0252	0.9704		
SRX3984027	22172522	11791819	5380452	565892	0	0	0	0	63845	0	0	0	0	3402393	845991	122130	53.18212786078191	22172522.0	21606630.0	97.45	565892.0	2.55	SRX3984027_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22172522.0	0.0	20-101	55.0	18.2909789261157	99.31739600934887	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	22295587	5999589	22295587	2251854287	4917351	2235560121	0.7235888260651032	0.0492	0.3887	0.5622		
SRX3984028	21329140	3124759	16218999	626561	0	0	0	0	64633	0	0	0	0	1037584	229287	27317	14.6501874899785	21329140.0	20702579.0	97.06	626561.0	2.94	SRX3984028_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21329140.0	0.0	20-101	54.0	9.45669426178843	99.36743891221118	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	21435419	6796069	21435419	2164977319	16153028	2135626885	1.3556924473258192	0.0151	0.1092	0.8757		
SRX3984029	21894988	9404285	7806320	552267	0	0	0	0	47494	0	0	0	0	3308752	686474	89396	42.95177051478631	21894988.0	21342721.0	97.48	552267.0	2.52	SRX3984029_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21894988.0	0.0	20-101	55.0	19.480325543592286	99.2360692775899	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	22065922	5833428	22065922	2228658122	6205081	2209838166	0.8444523551737471	0.0418	0.3337	0.6245		
SRX3984030	25226045	12465602	5246043	2121264	0	0	0	0	131314	0	0	0	0	4236648	860692	164482	49.415602009748255	25226045.0	23104781.0	91.59	2121264.0	8.41	SRX3984030_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25226045.0	0.0	20-101	56.0	20.05528868185398	99.46496646620588	pass	fail		pass	fail	warn	pass	warn	fail	warn	pass	25572464	6939345	25572464	2582818864	11452651	2549339291	1.2962416167330577	0.0549	0.3903	0.5548		
SRX3984031	22562888	13940712	2238421	1884525	0	0	0	0	63208	0	0	0	0	3301994	958012	176016	61.786026682399886	22562888.0	20678363.0	91.65	1884525.0	8.35	SRX3984031_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22562888.0	0.0	20-101	56.0	23.306954243779774	99.52071924480587	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	22740980	6211613	22740980	2296838980	6561587	2278348817	0.8050265238880611	0.0572	0.4614	0.4813		
SRX3984032	18756724	11799175	1668644	1463533	0	0	0	0	89630	0	0	0	0	2725880	843743	166119	62.90637426876889	18756724.0	17293191.0	92.2	1463533.0	7.8	SRX3984032_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18756724.0	0.0	20-101	56.0	26.255996351975803	99.19548605609378	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	18982643	5219533	18982643	1917246943	8570965	1890971268	1.3704898628700015	0.0636	0.4607	0.4758		
SRX3984033	23204270	15149220	1646282	1678798	0	0	0	0	118430	0	0	0	0	3336142	1067395	208003	65.28634600442074	23204270.0	21525472.0	92.77	1678798.0	7.23	SRX3984033_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23204270.0	0.0	20-101	56.0	22.61897720370165	99.56349611515465	pass	fail		pass	fail	pass	pass	warn	fail	warn	pass	23331116	6865119	23331116	2356442716	21287959	2322235216	1.4516584582232637	0.0601	0.4739	0.466		
SRX3984034	20149506	14201425	139684	778540	0	0	0	0	49710	0	0	0	0	3838502	1024730	116915	70.48026388339248	20149506.0	19370966.0	96.14	778540.0	3.86	SRX3984034_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20149506.0	0.0	20-101	55.0	18.061491693119628	99.01131203911402	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	20199963	5492354	20199963	2040196263	7775317	2021115685	0.9352324747396128	0.0551	0.5613	0.3836		
SRX3984035	18458374	12038563	27874	3486841	0	0	0	0	68098	0	0	0	0	1830544	838202	168252	65.22006217882463	18458374.0	14971533.0	81.11	3486841.0	18.89	SRX3984035_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18458374.0	0.0	20-101	55.0	12.756888470820227	98.97604220176709	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	18706475	5648682	18706475	1889353975	12937561	1849460778	2.111472891150532	0.0471	0.6314	0.3216		
SRX3984036	21386147	5310854	12409776	1172063	0	0	0	0	98510	0	0	0	0	1946334	372543	76067	24.83315016959343	21386147.0	20214084.0	94.52	1172063.0	5.48	SRX3984036_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21386147.0	0.0	20-101	54.0	15.312507312326524	99.34399899149669	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	21465072	5900643	21465072	2167972272	4185102	2153904643	0.6488841753968706	0.0315	0.1806	0.7879		
SRX3984037	18140456	836716	15955978	771306	0	0	0	0	106006	0	0	0	0	403399	57561	9490	4.6124309113288	18140456.0	17369150.0	95.75	771306.0	4.25	SRX3984037_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18140456.0	0.0	20-101	53.0	6.6879516571972415	99.31202126341257	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	18217610	5430246	18217610	1839978610	3592881	1827036063	0.7034074705901064	0.0115	0.0315	0.9570000000000001		
SRX3984038	22998989	1447251	20185248	644512	0	0	0	0	141090	0	0	0	0	451225	106442	23221	6.292672256158737	22998989.0	22354477.0	97.2	644512.0	2.8	SRX3984038_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22998989.0	0.0	20-101	53.0	4.971814090129062	99.54567211628306	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	23088240	6824409	23088240	2331912240	4679167	2315005100	0.7250332885597787	0.0087	0.0406	0.9507		
SRX3984039	23361307	13914670	573612	2496826	0	0	0	0	76017	0	0	0	0	5146112	970591	183479	59.56289175087678	23361307.0	20864481.0	89.31	2496826.0	10.69	SRX3984039_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23361307.0	0.0	20-101	57.0	27.533656487992243	99.5433133086261	pass	pass		pass	warn	pass	pass	warn	fail	fail	pass	23513542	6161543	23513542	2374867742	6998321	2356292886	0.7821427556364526	0.083	0.4874	0.4296		
SRX3984040	17382395	10454576	2110157	574877	0	0	0	0	27127	0	0	0	0	3363029	755524	97105	60.144623338728636	17382395.0	16807518.0	96.69	574877.0	3.31	SRX3984040_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17382395.0	0.0	20-101	56.0	21.740980818669392	99.35893298938379	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	17565301	4717281	17565301	1774095401	5373528	1753931996	1.1365457003402717	0.0577	0.4478	0.4945		
SRX3984041	21671009	13800161	762401	1342751	0	0	0	0	61234	0	0	0	0	4550871	974944	178647	63.68028825976677	21671009.0	20328258.0	93.8	1342751.0	6.2	SRX3984041_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21671009.0	0.0	20-101	56.0	23.843221713206674	99.57021862710684	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	21757582	5707508	21757582	2197515782	5790073	2181558031	0.7261723046865471	0.0668	0.4964	0.4368		
SRX3984042	20064150	5074965	12546706	500779	0	0	0	0	148932	0	0	0	0	1328446	386178	78144	25.29369547177429	20064150.0	19563371.0	97.5	500779.0	2.5	SRX3984042_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20064150.0	0.0	20-101	54.0	11.20486019531984	99.42737260237787	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	20100337	6419043	20100337	2030134037	13167831	2004842564	1.2458031114720924	0.0416	0.1892	0.7692		
SRX3984043	16118013	9577956	3733503	269599	0	0	0	0	40907	0	0	0	0	1680353	675839	139856	59.42392526920036	16118013.0	15848414.0	98.33	269599.0	1.67	SRX3984043_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16118013.0	0.0	20-101	55.0	16.480045386540052	99.29722069339441	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	16147943	4441606	16147943	1630942243	4466706	1617998965	0.79360737975563	0.0504	0.4643	0.4852		
SRX3984044	18006967	11902304	1258035	451919	0	0	0	0	48556	0	0	0	0	3378807	846532	120814	66.09832738628332	18006967.0	17555048.0	97.49	451919.0	2.51	SRX3984044_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18006967.0	0.0	20-101	56.0	26.046621316060662	99.54491736448452	pass	fail		pass	warn	warn	pass	warn	fail	fail	pass	18132043	4778848	18132043	1831336343	6893340	1814905263	0.8972180376808041	0.0531	0.4963	0.4506		
SRX3984045	24828661	869685	22614772	828219	0	0	0	0	168800	0	0	0	0	272556	64141	10488	3.5027462818071418	24828661.0	24000442.0	96.66	828219.0	3.34	SRX3984045_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24828661.0	0.0	20-101	53.0	4.7037944404493945	99.1284496574342	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	24908456	7881986	24908456	2515754056	22075994	2479881085	1.4259331477353283	0.0041	0.0266	0.9693		
SRX3984046	17955782	10355063	3980172	303715	0	0	0	0	60867	0	0	0	0	2423677	738321	93967	57.669796837586915	17955782.0	17652067.0	98.31	303715.0	1.69	SRX3984046_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17955782.0	0.0	20-101	55.0	19.503848983399667	99.41784813382118	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	17994578	5504126	17994578	1817452378	12401476	1794423816	1.267079252186051	0.0415	0.4352	0.5233		
SRX3984047	23154773	13123223	1595998	2354442	0	0	0	0	20470	0	0	0	0	5132203	807951	120486	56.67610302204215	23154773.0	20800331.0	89.83	2354442.0	10.17	SRX3984047_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23154773.0	0.0	20-101	56.0	21.181138475367753	99.22335356084037	pass	pass		pass	warn	pass	pass	warn	fail	fail	pass	23232376	6277181	23232376	2346469976	6040672	2327070655	0.8267449061108293	0.0522	0.5135	0.4343		
SRX3984048	21495550	11615013	4744004	1433186	0	0	0	0	48651	0	0	0	0	2754878	744598	155220	54.034500163987424	21495550.0	20062364.0	93.33	1433186.0	6.67	SRX3984048_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21495550.0	0.0	20-101	56.0	22.842464130039055	99.52110692678251	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	21641018	6504232	21641018	2185742818	25428728	2147267283	1.7602956158952825	0.0516	0.4134	0.535		
SRX3984049	21130411	3256811	15753674	817666	0	0	0	0	147210	0	0	0	0	870232	225375	59443	15.412908911236984	21130411.0	20312745.0	96.13	817666.0	3.87	SRX3984049_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21130411.0	0.0	20-101	53.0	9.44935453191029	99.26425037354929	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	21273655	6287997	21273655	2148639155	6277092	2125027408	1.0989163510799005	0.0286	0.1119	0.8595		
SRX3984050	23806740	2606138	18802109	1124075	0	0	0	0	108969	0	0	0	0	963711	165004	36734	10.947059530200269	23806740.0	22682665.0	95.28	1124075.0	4.72	SRX3984050_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23806740.0	0.0	20-101	53.0	7.975892442697417	99.23076137261968	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	23873590	6829400	23873590	2411232590	5248018	2394584318	0.6904465404558918	0.0216	0.0866	0.8918		
SRX3984051	20073073	6681296	9471828	1308004	0	0	0	0	52770	0	0	0	0	2062841	410286	86048	33.28486873933055	20073073.0	18765069.0	93.48	1308004.0	6.52	SRX3984051_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20073073.0	0.0	20-101	55.0	15.900218011066434	99.59126706708037	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	20165060	6245836	20165060	2036671060	16309304	2008938412	1.3616655406298162	0.0313	0.2593	0.7093		
SRX3984052	22749196	2577527	17780250	822977	0	0	0	0	114620	0	0	0	0	1241478	183512	28832	11.330189427353828	22749196.0	21926219.0	96.38	822977.0	3.62	SRX3984052_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22749196.0	0.0	20-101	54.0	8.282340864405183	99.15884869074054	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	22926692	7347407	22926692	2315595892	25317980	2272971600	1.8407482992719009	0.0114	0.0952	0.8934		
SRX3984053	19156949	627236	17313069	752844	0	0	0	0	83606	0	0	0	0	331491	42888	5815	3.274195697863997	19156949.0	18404105.0	96.07	752844.0	3.93	SRX3984053_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19156949.0	0.0	20-101	53.0	4.377478830232364	99.59224571720684	pass	fail		pass	fail	warn	pass	warn	fail	warn	pass	19280693	5440683	19280693	1947349993	4420607	1933100841	0.7317201351180019	0.0037	0.0287	0.9676		
SRX3984054	19980018	10441461	3926629	531900	0	0	0	0	71741	0	0	0	0	4101909	789472	116906	52.25951748391818	19980018.0	19448118.0	97.34	531900.0	2.66	SRX3984054_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19980018.0	0.0	20-101	56.0	21.47677898338161	99.60760005321316	pass	fail		pass	fail	warn	pass	warn	fail	fail	pass	20116756	5294436	20116756	2031792356	5651369	2014856569	0.8335392615287504	0.0529	0.4141	0.5329999999999999		
SRX3984055	17873574	11306204	1214773	1045279	0	0	0	0	45049	0	0	0	0	3390293	740115	131861	63.25653727676402	17873574.0	16828295.0	94.15	1045279.0	5.85	SRX3984055_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17873574.0	0.0	20-101	56.0	23.304920389366806	99.57574853244236	pass	fail		pass	fail	pass	pass	warn	fail	warn	pass	18021629	4769384	18021629	1820184529	5059110	1804534357	0.8598123844398416	0.0494	0.4835	0.4671		
